Idea_ID,Idea_Title,Idea_Topic,Element_ID,Element_Name,Category,Prompts_Total,Prompts_Image,Prompts_Video,Max_Level,Levels_Filled,Has_Level10_Video,Prompt_Step,Aspect_Ratio,Duration_Sec,Level10_Video_Preview,SEO_Status,SEO_Source,SEO_Title,SEO_Tags,SEO_Tag_Count,SEO_Description_Len,SEO_Pinned_Comment,SEO_Demand,SEO_Novelty,SEO_Saturation,SEO_Opportunity,SEO_Verdict,SEO_Top_Keywords,Video_Generated,Video_File_Path,Task_Status,Task_Attempts,Task_Last_Error,Package_Folder,Upload_Ready,Pipeline_Stage,Idea_Status
68,Bamboo Canopy Cloud-Drill,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Bamboo Canopy Cloud-Drill opens with a close shot of one enormous titanium condensation mechanism moving inside the honeycomb core. The camera relentl,⚠️ chatgpt,chatgpt,Bamboo Forest Cloud Drill: A Titanium Machine Above the Canopy,"bamboo forest, bamboo forest unreal engine 5, futuristic engineering, future farming technology, impossible machines, colossal machine, cloud water harvesting, rainwater harvesting technology...",14,553,Would this cloud-drilling machine help forests survive the future? 🌱👇,69.14,0.0,0.0,0.0,insufficient_data,"mr queen bamboo forest ep 1, mr queen bamboo forest ep 2, mr queen bamboo forest ep 3, bamboo forest of the full moon, get to the bamboo forest division 2",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
69,The Titan Bamboo Splitter,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,The Titan Bamboo Splitter appears in a lateral tracking shot traveling along an alien-scale rotating torus above the endless Bamboo Forest dimension. ,⚠️ chatgpt,chatgpt,Titan Bamboo Splitter: Alien Machine in a Bamboo Forest,"bamboo forest, bamboo forest japan, bamboo forest background video, bamboo forest cinematic, bamboo machine, bamboo processing machine, futuristic machine, giant machine...",14,568,Would you trust this alien-scale bamboo machine to process an entire forest? 🌿👇,72.4,0.0,0.0,0.0,insufficient_data,"mr queen bamboo forest ep 1, mr queen bamboo forest ep 2, mr queen bamboo forest ep 3, bamboo forest in flames, bamboo forest at night",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
70,Celestial Shoot Accelerator,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Celestial Shoot Accelerator vertical ascent shot begins inside an endless Bamboo Forest world and climbs along the universe-scale segmented spine as i,⚠️ chatgpt,chatgpt,Celestial Bamboo Accelerator: A Futuristic Growth Machine,"bamboo forest, futuristic bamboo, bamboo forest unreal engine 5, future agriculture technology, futuristic farming machine, solar energy machine, giant machine concept, colossal engineering...",14,537,Would you trust this futuristic bamboo growth machine? 🌱 What should it build next? 👇,69.14,0.0,0.0,0.0,insufficient_data,"mr queen bamboo forest ep 1, mr queen bamboo forest ep 2, mr queen bamboo forest ep 3, bamboo forest of the full moon, get to the bamboo forest division 2",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
71,The Bamboo Ring Leviathan,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"The Bamboo Ring Leviathan begins a sweeping crane shot descending from cosmic darkness, resolving into the ultimate circular crawler dominating countl",⚠️ chatgpt,chatgpt,Bamboo Forest Leviathan: The Alien Machine Building Living Bamboo Arches,"bamboo forest, bamboo forest japan, bamboo forest kyoto, bamboo forest background video, bamboo forest sounds, futuristic machine, giant machine, colossal machine...",15,682,Could this alien bamboo machine reshape real forests someday? 🌿 What would you build with it? 👇,72.4,0.0,0.0,0.0,insufficient_data,"mr queen bamboo forest ep 1, mr queen bamboo forest ep 2, mr queen bamboo forest ep 3, bamboo forest in flames, bamboo forest at night",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
72,The Infinite Bamboo Grove City,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,The Infinite Bamboo Grove City begins with a relentless pull-back shot from a single alien-scale pneumatic elevator mechanism inside a bamboo suspensi,⚠️ chatgpt,chatgpt,Infinite Bamboo Grove City: A Futuristic Bamboo Forest Megastructure,"bamboo forest, bamboo grove, bamboo forest unreal engine 5, futuristic bamboo city, bamboo megastructure, future city concept, AI generated architecture, futuristic engineering...",14,618,Would you live in this impossible bamboo city? 🌿👇 What should it build next?,69.66,0.0,0.0,0.0,insufficient_data,"in a bamboo grove, mr queen bamboo forest ep 1, mr queen bamboo forest ep 2, mr queen bamboo forest ep 3, bamboo forest of the full moon",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
73,Titanic Tea Plucking Colossus,Tea Garden,8,Tea Garden,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Titanic Tea Plucking Colossus dominates a sweeping crane shot descending from an amber dust cloud layer, revealing an alien-scale buried harvesting wo",⚠️ chatgpt,chatgpt,Titanic Tea Plucking Colossus: The Ultimate Tea Garden Machine,"tea garden machine, tea garden plucking machine, tea garden cinematic video, futuristic agriculture, giant harvesting machine, robotic farming machine, future farming technology, tea plantation machine...",15,817,Would you trust this giant tea harvesting machine in a real plantation? 👇,69.73,0.0,0.0,0.0,insufficient_data,"tea garden plucking machine, tea garden how to play, tea garden for sale in assam, tea garden for sale in darjeeling, tea garden at home",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
74,Skyloom Tea Pruning Ring,Tea Garden,8,Tea Garden,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Skyloom Tea Pruning Ring lateral tracking shot races beside the maximum-scale working face as the machine dominates an entire Tea Garden planet. Exact,⚠️ chatgpt,chatgpt,Skyloom Tea Pruning Ring: The Ultimate Tea Garden Machine,"tea garden pruning machine, tea garden machine, tea garden cinematic video, tea garden plants, future farming machine, futuristic agriculture, giant agricultural machine, AI generated cinematic...",14,694,Would you trust this giant tea pruning machine to manage an entire valley? 🌿👇,69.73,0.0,0.0,0.0,insufficient_data,"tea garden pruning machine, tea garden how to play, tea garden for sale in assam, tea garden for sale in darjeeling, tea garden at home",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
75,Monsoon Shield Megadome,Tea Garden,8,Tea Garden,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Monsoon Shield Megadome begins an 8-second 9:16 vertical one continuous shot as the camera rises from the planetary surface along the alien-scale arti,⚠️ chatgpt,chatgpt,Monsoon Shield Megadome: The Future of Tea Garden Protection,"tea garden machine, tea garden cinematic video, futuristic tea garden, tea garden technology, tea plantation machine, futuristic agriculture, agricultural megastructure, monsoon protection...",14,634,Would you build this futuristic tea garden shield? 🌧️👇 What feature is most impressive?,68.98,0.0,0.0,0.0,insufficient_data,"tea garden how to play, tea garden for sale in assam, tea garden for sale in darjeeling, tea garden at home, tea garden background video",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
76,Rootwater Planetary Drill,Tea Garden,8,Tea Garden,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Rootwater Planetary Drill lateral tracking shot moving beside an alien maximum-scale working face beneath a Tea Garden planet, revealing a horizontal ",⚠️ chatgpt,chatgpt,Rootwater Planetary Drill: The Ultimate Tea Garden Machine,"tea garden machine, tea garden, futuristic agricultural machine, giant farming machine, underground machine, future farming technology, AI cinematic video, colossal machine...",13,675,Would you trust this underground tea garden machine to control nature? 🌱👇,68.98,0.0,0.0,0.0,insufficient_data,"tea garden how to play, tea garden for sale in assam, tea garden for sale in darjeeling, tea garden at home, tea garden background video",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
77,Tea Garden Climate Engine,Tea Garden,8,Tea Garden,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Tea Garden Climate Engine begins a locked low-angle push-in shot as the maximum-scale alien walker rises above the Tea Garden world, its articulated l",⚠️ chatgpt,chatgpt,Tea Garden Climate Engine: The Future of Agricultural Weather Control,"tea garden machine, tea garden, tea garden cinematic video, tea garden background video, future agricultural machine, climate engine, futuristic technology, giant machine concept...",15,812,"Could this climate engine transform farming forever, or is it too powerful? Share your vision 👇",72.85,0.0,0.0,0.0,insufficient_data,"tea garden tea garden, tea garden how to play, tea garden at home, tea garden background video, tea garden cinematic video",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
78,Colossus Leaf Sorting Wheel,Tea Garden,8,Tea Garden,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Colossus Leaf Sorting Wheel commands a locked low-angle push-in shot from a Tea Garden beneath an alien-scale agricultural canopy, with its vertical w",⚠️ chatgpt,chatgpt,Colossus Leaf Sorting Wheel: A Futuristic Tea Garden Machine,"tea garden machine, tea garden cinematic video, tea garden, futuristic agriculture, leaf sorting machine, tea processing machine, colossal machine, giant agricultural machine...",14,633,Would you trust this futuristic tea garden machine to sort the perfect leaf? 🍃👇,67.09,0.0,0.0,0.0,insufficient_data,"tea garden how to play, tea garden for sale in assam, tea garden for sale in darjeeling, tea garden at home, tea garden background video",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
79,Mountain Compost Walker,Tea Garden,8,Tea Garden,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Mountain Compost Walker moves across an entire Tea Garden planet in a legendary lateral tracking shot along its endless compost-processing face. 0-1s ,⚠️ chatgpt,chatgpt,Mountain Compost Walker: A Giant Tea Garden Machine,"tea garden machine, mountain compost walker, tea garden, tea garden cinematic video, future agriculture machine, giant farming machine, futuristic agriculture, compost machine...",14,657,Would you trust this giant compost walker to transform a tea garden? 🌱👇,68.98,0.0,0.0,0.0,insufficient_data,"tea garden how to play, tea garden for sale in assam, tea garden for sale in darjeeling, tea garden at home, tea garden background video",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
80,Terrace-Shaping Earth Titan,Tea Garden,8,Tea Garden,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Terrace-Shaping Earth Titan performs the ultimate continuous fly-through shot across an impossible Tea Garden planet dominated by its continent-sized ,⚠️ chatgpt,chatgpt,Terrace-Shaping Earth Titan: The Ultimate Tea Garden Machine,"tea garden machine, tea garden cinematic video, tea garden, futuristic agriculture, giant machine, colossal machine, earth moving machine, future technology...",14,765,Could this Earth Titan build the ultimate tea garden of the future? 🌱👇,67.09,0.0,0.0,0.0,insufficient_data,"tea garden how to play, tea garden for sale in assam, tea garden for sale in darjeeling, tea garden at home, tea garden background video",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
81,Solar Tea Harvesting Cathedral,Tea Garden,8,Tea Garden,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Solar Tea Harvesting Cathedral begins a sweeping crane shot beyond the highest clouds above the Tea Garden, descending through vast aurora haze as the",⚠️ chatgpt,chatgpt,Solar Tea Harvesting Machine: The Valley-Sized Tea Cathedral,"tea harvesting machine, tea garden machine, solar tea maker, tea garden cinematic video, futuristic agriculture, giant harvesting machine, robotic farming machine, future farming technology...",14,791,Would you trust this solar tea harvesting cathedral to run a valley-sized tea garden? 🌱👇,68.98,0.0,0.0,0.0,insufficient_data,"tea garden how to play, tea garden for sale in assam, tea garden for sale in darjeeling, tea garden at home, tea garden background video",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
82,Orbital Tea Garden Caretaker,Tea Garden,8,Tea Garden,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Orbital Tea Garden Caretaker begins a fly-through shot inside an alien maximum-scale agricultural framework above a Tea Garden world. The camera threa,⚠️ chatgpt,chatgpt,Orbital Tea Garden Caretaker: The Future of a Tea Garden,"tea garden, tea garden cinematic video, futuristic tea garden, tea garden technology, future agriculture, automated farming, AI generated cinematic, colossal machine...",13,594,Would you trust this orbital machine to manage a tea garden of the future? 🌱👇,72.4,0.0,0.0,0.0,insufficient_data,"tea garden how to play, tea garden at home, tea garden background video, tea garden cinematic video, tea garden for sale",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
83,The Golden Bunch Orbital Harvester,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"The Golden Bunch Orbital Harvester opens with a close shot of an alien-scale cable crane lifting a gigantic banana bunch from the plantation canopy, t",⚠️ chatgpt,chatgpt,Banana Plantation Harvesting With a Giant Orbital Robotic Harvester,"banana plantation harvesting, banana plantation, banana harvesting, banana plantation farming, futuristic farming, agricultural robots, robotic harvester, giant farming machine...",14,572,Would you trust this giant banana harvesting machine on a real farm? 🍌👇,67.7,0.0,0.0,0.0,insufficient_data,"banana plantation in the philippines, banana plantation in uganda, banana plantation in ecuador, banana plantation in zambia, banana plantation at home",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
84,Tropical Frond Solar Siphon,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Tropical Frond Solar Siphon is revealed in a spiralling descent shot around an impossible alien-scale segmented spine covering a banana plantation pla,⚠️ chatgpt,chatgpt,Banana Plantation of the Future: Giant Solar Frond Energy Harvester,"banana plantation, banana plantation farming, banana plantation documentary, banana plantation harvesting, future agriculture, futuristic farming, agricultural technology, solar energy technology...",15,535,Would you build this alien solar frond system on a future farm? 🌱👇,67.7,0.0,0.0,0.0,insufficient_data,"banana plantation in the philippines, banana plantation in uganda, banana plantation in ecuador, banana plantation in zambia, banana plantation at home",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
85,The Banana Canopy Leviathan,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,The Banana Canopy Leviathan begins a vertical ascent shot from a planetary Banana Plantation as the alien-scale articulated greenhouse walker dominate,⚠️ chatgpt,chatgpt,Banana Plantation of the Future: The Canopy Leviathan Machine,"banana plantation, banana plantation documentary, banana plantation harvesting, future banana plantation, futuristic agriculture, agricultural technology, farming machines, giant farming machine...",15,605,Would you trust this giant machine to run a future banana plantation? 🍌👇,73.0,0.0,0.0,0.0,insufficient_data,"banana plantation in the philippines, banana plantation in uganda, banana plantation in ecuador, banana plantation in zambia, banana plantation at home",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
86,Plantation Monorail Harvester,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Plantation Monorail Harvester takes a slow orbital arc camera shot around its maximum-scale continuous-track crawler chassis spanning countless Banana,⚠️ chatgpt,chatgpt,Banana Plantation Monorail Harvester: A Future Farming Megamachine,"banana plantation harvesting, banana plantation, future farming, automated agriculture, banana harvester, plantation machinery, futuristic farming technology, agricultural machines...",15,647,Would this futuristic banana harvester change farming forever? 🌱 What should it harvest next? 👇,73.0,0.0,0.0,0.0,insufficient_data,"banana plantation in the philippines, banana plantation in uganda, banana plantation in ecuador, banana plantation in zambia, banana plantation at home",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
87,The Titan Fruit Loom,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"The Titan Fruit Loom spirals around an alien-scale honeycomb processing cathedral beyond planetary limits, showing endless banana wrapping cells, sort",⚠️ chatgpt,chatgpt,Titan Fruit Loom: The Future of a Giant Banana Processing Factory,"banana plantation, banana plantation in the philippines, banana plantation in uganda, future agriculture, futuristic farming, robotic agriculture, fruit processing factory, automated fruit sorting...",15,589,Would you trust this futuristic fruit machine to run a banana plantation? 🍌👇,70.6,0.0,0.0,0.0,insufficient_data,"fruit of the loom us, fruit of the loom ad, banana plantation in the philippines, fruit of the loom guys, fruit of the loom ads",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
88,Monsoon Banana Ripening Dome,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Monsoon Banana Ripening Dome, a lateral tracking shot racing beside the maximum-scale honeycomb working face above the infinite Banana Plantation worl",⚠️ chatgpt,chatgpt,Banana Plantation Ripening Dome: A Futuristic Mega Factory,"banana plantation, banana plantation farming, banana ripening, banana ripening chemical, banana plantation harvesting, banana plantation documentary, future farming, agricultural technology...",14,737,Would you trust this futuristic banana ripening machine on a real plantation? 🍌👇,69.78,0.0,0.0,0.0,insufficient_data,"banana plantation in the philippines, banana plantation in uganda, banana plantation in ecuador, banana plantation in zambia, banana plantation at home",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
89,The Planetary Peel Excavator,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,The Planetary Peel Excavator completes a slow orbital arc around its maximum alien vertical tower above infinite Banana Plantation worlds in one conti,⚠️ chatgpt,chatgpt,Banana Plantation's Future: The Planetary Peel Recycling Machine,"banana plantation, banana plantation farming, banana plantation harvesting, banana plantation documentary, banana farming technology, future agriculture, sustainable agriculture, bio recycling machine...",15,647,Would you trust this alien-scale banana recycling machine on Earth? 🌍👇,69.78,0.0,0.0,0.0,insufficient_data,"banana plantation in the philippines, banana plantation in uganda, banana plantation in ecuador, banana plantation in zambia, banana plantation at home",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
90,Tropical Stem Pressure Engine,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Tropical Stem Pressure Engine lateral tracking shot races along the alien-scale torus working face surrounding a planetary Banana Plantation ecosystem,⚠️ chatgpt,chatgpt,Banana Plantation Water Engine: A Giant Stem Pressing Machine,"banana plantation, banana plantation farming, banana plantation harvesting, banana plantation documentary, banana plant water extraction, banana stem press, banana farming technology, future agriculture...",15,573,Could a machine like this transform future farming? 🌱 What would you build next? 👇,67.7,0.0,0.0,0.0,insufficient_data,"banana plantation in the philippines, banana plantation in uganda, banana plantation in ecuador, banana plantation in zambia, banana plantation at home",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
91,The Solar Banana Conveyor,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"The Solar Banana Conveyor begins a lateral tracking shot along its maximum-scale working face above planetary Banana Plantation regions, revealing the",⚠️ chatgpt,chatgpt,Banana Plantation's Solar Conveyor: A Future Mega Machine,"banana plantation, banana plantation harvesting, banana plantation documentary, banana farm, future agriculture, futuristic farming, solar powered machine, solar conveyor...",15,643,Would you build this solar banana conveyor on Earth or another planet? 🌎👇,73.0,0.0,0.0,0.0,insufficient_data,"banana plantation in the philippines, banana plantation in uganda, banana plantation in ecuador, banana plantation in zambia, banana plantation at home",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
92,The Infinite Plantation Caretaker,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,The Infinite Plantation Caretaker begins a maximum alien lateral tracking shot along its universe-scale honeycomb working face as it protects countles,⚠️ chatgpt,chatgpt,Banana Plantation's Alien Caretaker: The Future of Smart Farming,"banana plantation, banana plantation technology, banana plantation harvesting, banana plantation documentary, smart farming, agricultural robot, farm robot, future farming technology...",15,628,Would you trust this alien-scale caretaker to manage a banana plantation? 👇,73.0,0.0,0.0,0.0,insufficient_data,"banana plantation in the philippines, banana plantation in uganda, banana plantation in ecuador, banana plantation in zambia, banana plantation at home",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
93,Orchard Moon Harvester,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Orchard Moon Harvester, locked low-angle push-in shot from an Apple Orchard planet surface, reveals an alien-scale harvesting civilization machine for",⚠️ chatgpt,chatgpt,Apple Orchard Harvested by a Giant Moon-Sized Machine,"apple orchard, apple orchard machine, future farming technology, futuristic agriculture, giant harvesting machine, automated apple harvesting, agriculture technology, sci fi machine...",15,705,Would you trust this moon-sized harvester to run a real apple orchard? 🍎👇,72.4,0.0,0.0,0.0,insufficient_data,"apple orchard danny go, apple orchard dr strange, apple orchard for preschool, apple orchard for kindergarten, apple orchard for sale",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
94,Titan Root Sculptor,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Titan Root Sculptor begins a slow orbital arc around a planet-wide Apple Orchard landscape, revealing the maximum-scale crawler machine in an 8-second",⚠️ chatgpt,chatgpt,Titan Root Sculptor: The Future of an AI Apple Orchard Machine,"apple orchard, apple orchard machine, futuristic agriculture, future farming technology, AI agriculture, agricultural robot, underground machine, colossal machine...",14,699,Would you trust a machine this powerful to reshape an entire orchard? 🌱👇,69.14,0.0,0.0,0.0,insufficient_data,"apple orchard for sale in himachal, apple orchard for sale in uttarakhand, apple orchard danny go, apple orchard dr strange, apple orchard for preschool",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
95,Sky Orchard Shepherd,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Sky Orchard Shepherd spirals around a maximum-scale honeycomb atmospheric engine above endless Apple Orchard worlds, the camera wrapping the impossibl",⚠️ chatgpt,chatgpt,Sky Orchard Shepherd: The Floating AI Weather Machine for Apple Orchards,"apple orchard, apple orchard ambience, future agriculture, futuristic farming, giant machine, colossal machines, floating city, agricultural technology...",15,799,Would you trust this floating orchard guardian to control the weather? 🌩️👇,72.4,0.0,0.0,0.0,insufficient_data,"apple orchard danny go, apple orchard dr strange, apple orchard for preschool, apple orchard for kindergarten, apple orchard for sale",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
96,Apple Gravity Elevator,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Apple Gravity Elevator in a lateral tracking shot racing beside a universe-scale segmented spine above an alien Apple Orchard world. Exactly 8 seconds,⚠️ chatgpt,chatgpt,Apple Gravity Elevator: The Impossible Orchard Megastructure,"apple orchard, apple gravity elevator, futuristic agriculture, future farming technology, giant machine, colossal machine, agricultural technology, AI generated cinematic...",13,663,Would you trust a gravity elevator to harvest an entire orchard? 🍎👇,72.4,0.0,0.0,0.0,insufficient_data,"apple orchard danny go, apple orchard dr strange, apple orchard for preschool, apple orchard for kindergarten, apple orchard for sale",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
97,Colossus Pollination Wheel,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Colossus Pollination Wheel begins a maximum-scale lateral tracking shot across an alien Apple Orchard planet, the camera racing along the impossible w",⚠️ chatgpt,chatgpt,Colossus Pollination Wheel: The Future of Apple Orchard Farming,"apple orchard, apple orchard farming, future farming, futuristic agriculture, agricultural technology, pollination technology, robotic pollination, autonomous drones...",15,792,Would this colossal pollination machine help orchards or change nature forever? 🌳👇,69.14,0.0,0.0,0.0,insufficient_data,"apple orchard for sale in himachal, apple orchard for sale in uttarakhand, apple orchard danny go, apple orchard dr strange, apple orchard for preschool",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
98,Orchard Time Engine,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Orchard Time Engine executes a final lateral tracking shot along its impossible alien-scale torus surrounding an infinite Apple Orchard world. At 0-1s,⚠️ chatgpt,chatgpt,Apple Orchard Time Engine: A Colossal Machine That Controls Seasons,"apple orchard, apple orchard machine, futuristic agriculture, future farming technology, giant machine, colossal machine, agricultural technology, future orchard...",14,743,Would you trust a machine that controls an entire orchard's seasons? 🍎👇,72.4,0.0,0.0,0.0,insufficient_data,"apple orchard danny go, apple orchard dr strange, apple orchard for preschool, apple orchard for kindergarten, apple orchard for sale",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
99,Titanic Apple Sorter,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,⚠️ chatgpt,chatgpt,Titanic Apple Sorter: The World's Largest Apple Sorting Machine,"apple sorter machine, apple sorting machine, apple orchard, futuristic agriculture, agricultural machines, fruit sorting machine, automated farming, future farming technology...",14,697,Would you trust this futuristic apple sorter to run an entire orchard? 🍎👇,72.4,0.0,0.0,0.0,insufficient_data,"apple orchard danny go, apple orchard dr strange, apple orchard for preschool, apple orchard for kindergarten, apple orchard for sale",❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
100,Solar Orchard Furnace,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Solar Orchard Furnace starts a locked low-angle push-in shot from the Apple Orchard floor, revealing the maximum alien segmented spine towering over t",⚠️ chatgpt,chatgpt,Solar Orchard Furnace: A Colossal Future Apple Orchard Machine,"apple orchard, futuristic apple orchard, solar orchard, future agriculture, agricultural technology, futuristic farming, solar energy machine, colossal machine...",15,694,Would you build this Solar Orchard Furnace on Earth? 🌞 What feature is the most incredible? 👇,72.4,0.0,0.0,0.0,insufficient_data,"apple orchard danny go, apple orchard dr strange, apple orchard for preschool, apple orchard for kindergarten, apple orchard for sale",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
101,Planetary Pruning Spider,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Planetary Pruning Spider ascends vertically from an infinite Apple Orchard world in the final 8-second continuous shot with no cuts. The camera begins,⚠️ chatgpt,chatgpt,Planetary Pruning Spider: The Ultimate Apple Orchard Machine,"apple orchard, apple orchard machine, apple orchard sprayer, pruning machine, robotic pruning, autonomous farming machine, future agriculture, agricultural robot...",15,788,Would you trust this giant pruning machine in a real orchard? 🌳👇,69.14,0.0,0.0,0.0,insufficient_data,"apple orchard for sale in himachal, apple orchard for sale in uttarakhand, apple orchard danny go, apple orchard dr strange, apple orchard for preschool",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
